,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,
4,108,GNB,Vince Biegel\BiegVi00,LB,24,2019,0,0,1,6,1,38,0,0,0,0,0,0,0,0,0,0,0,41,1,2.5,Wisconsin,College Stats
4,109,MIN,Jaleel Johnson\JohnJa09,DT,23,2019,0,0,0,5,5,37,0,0,0,0,0,0,0,0,0,0,0,21,,4.0,Iowa,College Stats
4,110,JAX,Dede Westbrook\WestDe00,WR,23,2019,0,0,2,13,13,38,0,1,0,0,0,14,125,0,159,1716,9,,,,Oklahoma,College Stats
4,111,SEA,Tedric Thompson\ThomTe00,S,22,2019,0,0,1,8,8,29,0,0,0,0,0,0,0,0,0,0,0,52,3,,Colorado,College Stats
4,112,CHI,Eddie Jackson\JackEd01,S,24,2019,1,2,3,29,29,46,0,0,0,0,0,0,0,0,0,0,0,147,10,2.0,Alabama,College Stats
4,113,LAC,Rayshawn Jenkins\JenkRa00,S,23,2019,0,0,1,8,8,46,0,0,0,0,0,0,0,0,0,0,0,57,3,0.5,Miami (FL),College Stats
4,114,WAS,Samaje Perine\PeriSa00,RB,21,2019,0,0,1,5,5,28,0,0,0,0,0,188,651,1,25,187,1,3,,,Oklahoma,College Stats
4,115,ARI,Dorian Johnson\JohnDo03,G,22,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,College Stats
4,116,CIN,Carl Lawson\LawsCa00,OLB,22,2019,0,0,0,5,5,35,0,0,0,0,0,0,0,0,0,0,0,31,,14.5,Auburn,College Stats
4,117,LAR,Josh Reynolds\ReynJo00,WR,22,2019,0,0,1,8,8,48,0,0,0,0,0,7,31,0,61,832,7,4,,,Texas A&M,College Stats
4,118,PHI,Mack Hollins\HollMa00,WR,23,2019,0,0,0,3,3,32,0,0,0,0,0,0,0,0,26,351,1,5,,,North Carolina,College Stats
4,119,CHI,Tarik Cohen\CoheTa00,RB,22,2019,1,1,1,20,20,48,2,3,22,2,0,250,1027,5,203,1534,9,1,,,North Carolina A&T,
4,120,MIN,Ben Gedeon\GedeBe00,ILB,22,2019,0,0,2,15,15,39,0,0,0,0,0,0,0,0,0,0,0,60,,,Michigan,College Stats
4,121,SFO,Joe Williams\WillJo12,RB,24,,0,0,0,,,,,,,,,,,,,,,,,,Utah,College Stats
4,122,BAL,Nico Siragusa\SiraNi00,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats
4,123,WAS,Montae Nicholson\NichMo00,S,21,2019,0,0,1,11,11,35,0,0,0,0,0,0,0,0,0,0,0,92,3,,Michigan St.,College Stats
4,124,DET,Jalen Reeves-Maybin\ReevJa00,LB,22,2019,0,0,0,5,5,39,0,0,0,0,0,0,0,0,0,0,0,61,,0.5,Tennessee,College Stats
4,125,LAR,Samson Ebukam\EbukSa00,OLB,22,2019,0,0,1,13,13,48,0,0,0,0,0,0,0,0,0,0,0,77,1,9.5,East. Washington,
4,126,CLE,Howard Wilson\WilsHo00,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,Houston,College Stats
4,127,DET,Michael Roberts\RobeMi01,TE,23,2018,0,0,0,1,1,23,0,0,0,0,0,0,0,0,13,146,3,,,,Toledo,College Stats
4,128,CIN,Josh Malone\MaloJo00,WR,21,2019,0,0,0,1,1,22,0,0,0,0,0,2,2,0,7,75,1,,,,Tennessee,College Stats
4,129,OAK,David Sharpe\SharDa02,T,21,2019,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats
4,130,HOU,Julie'n Davenport\DaveJu00,T,22,2019,0,0,2,14,10,35,0,0,0,0,0,0,0,0,0,0,0,,,,Bucknell,
4,131,NWE,Deatrich Wise\WiseDe00,DE,23,2019,0,0,0,12,12,46,0,0,0,0,0,0,0,0,0,0,0,51,,11.5,Arkansas,College Stats
4,132,PHI,Donnel Pumphrey\PumpDo00,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats
4,133,DAL,Ryan Switzer\SwitRy00,WR,22,2019,0,0,0,3,1,41,0,0,0,0,0,10,26,0,50,321,1,,,,North Carolina,College Stats
4,134,GNB,Jamaal Williams\WillJa06,RB,22,2019,0,0,1,15,15,46,0,0,0,0,0,381,1480,8,91,725,7,5,,,BYU,College Stats
4,135,PIT,Joshua Dobbs\DobbJo00,QB,22,2018,0,0,0,0,0,5,6,12,43,0,1,4,11,0,0,0,0,,,,Tennessee,College Stats
4,136,ATL,Sean Harlow\HarlSe00,G,22,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon St.,College Stats
4,137,IND,Zach Banner\BannZa00,T,23,2019,0,0,0,1,,22,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats
4,138,CIN,Ryan Glasgow\GlasRy00,DT,23,2019,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,19,,,Michigan,College Stats
4,139,KAN,Jehu Chesson\ChesJe00,WR,23,2018,0,0,0,0,0,24,0,0,0,0,0,1,-4,0,3,25,0,6,,,Michigan,College Stats
4,140,NYG,Wayne Gallman\GallWa00,RB,22,2019,0,0,0,7,7,38,0,0,0,0,0,191,762,3,59,384,2,5,,,Clemson,College Stats
4,141,NYJ,Chad Hansen\HansCh00,WR,22,2017,0,0,0,1,1,15,0,0,0,0,0,0,0,0,9,94,0,1,,,California,College Stats
4,142,HOU,Carlos Watkins\WatkCa00,DT,23,2019,0,0,0,5,5,26,0,0,0,0,0,0,0,0,0,0,0,21,,2.0,Clemson,College Stats
4,143,IND,Marlon Mack\MackMa00,RB,21,2019,0,0,2,18,18,40,0,0,0,0,0,535,2357,20,52,410,2,,,,South Florida,College Stats
4,144,IND,Grover Stewart\StewGr00,DT,23,2019,0,0,1,8,8,46,0,0,0,0,0,0,0,0,0,0,0,34,,3.0,Albany State (GA),
5,145,DEN,Jake Butt\ButtJa00,TE,22,2018,0,0,0,1,1,3,0,0,0,0,0,0,0,0,8,85,0,,,,Michigan,College Stats
5,146,SFO,George Kittle\KittGe00,TE,23,2019,1,2,2,24,24,45,0,0,0,0,0,6,32,0,216,2945,12,,,,Iowa,College Stats
5,147,CHI,Jordan Morgan\MorgJo02,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Kutztown Pennsylvania,
5,148,JAX,Blair Brown\BrowBl00,LB,23,2018,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,13,,0.5,Ohio,College Stats
5,149,ATL,Damontae Kazee\KazeDa00,CB,24,2019,0,0,2,11,11,48,0,0,0,0,0,0,0,0,0,0,0,120,10,,San Diego St.,College Stats
5,150,NYJ,Jordan Leggett\LeggJo00,TE,22,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,14,114,1,,,,Clemson,College Stats
5,151,LAC,Desmond King\KingDe01,S,22,2019,1,0,1,15,15,47,0,0,0,0,0,0,0,0,0,0,0,153,4,6.5,Iowa,College Stats
5,152,CAR,Corn Elder\EldeCo00,CB,22,2019,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,3,,,Miami (FL),College Stats
5,153,CIN,Jake Elliott\ElliJa03,K,22,2019,0,0,3,9,,47,0,1,0,0,1,0,0,0,0,0,0,1,,,Memphis,College Stats
5,154,WAS,Jeremy Sprinkle\SpriJe00,TE,23,2019,0,0,1,2,2,43,0,0,0,0,0,0,0,0,33,295,3,1,,,Arkansas,College Stats
5,155,TEN,Jayon Brown\BrowJa06,LB,22,2019,0,0,2,17,17,46,0,0,0,0,0,0,0,0,0,0,0,171,2,8.5,UCLA,College Stats
5,156,ATL,Brian Hill\HillBr02,RB,21,2019,0,0,0,5,4,29,0,0,0,0,0,109,517,2,13,114,1,4,,,Wyoming,College Stats
5,157,ARI,Will Holden\HoldWi00,T,23,2018,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,,,,Vanderbilt,College Stats
5,158,IND,Nate Hairston\HairNa00,CB,23,2019,0,0,0,8,5,38,0,0,0,0,0,0,0,0,0,0,0,72,2,2.0,Temple,College Stats
5,159,BAL,Jermaine Eluemunor\ElueJe00,G,22,2019,0,0,0,4,3,27,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M,College Stats
5,160,CLE,Roderick Johnson\JohnRo06,T,21,2019,0,0,0,3,,17,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats
5,161,IND,Anthony Walker\WalkAn01,LB,22,2019,0,0,2,16,16,41,0,0,0,0,0,0,0,0,0,0,0,164,2,3.5,Northwestern,College Stats
5,162,TAM,Jeremy McNichols\McNiJe00,RB,21,2019,0,0,0,0,,5,0,0,0,0,0,4,8,0,0,0,0,1,,,Boise St.,College Stats
5,163,BUF,Matt Milano\MilaMa00,LB,23,2019,0,0,2,23,23,44,0,0,0,0,0,0,0,0,0,0,0,149,4,2.5,Boston Col.,College Stats
5,164,MIA,Isaac Asiata\AsiaIs00,G,24,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats
5,165,DET,Jamal Agnew\AgneJa00,CB,22,2019,1,0,0,12,12,32,0,0,0,0,0,4,35,0,3,16,0,24,,,San Diego,
5,166,PHI,Shelton Gibson\GibsSh00,WR,22,2018,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,59,0,2,,,West Virginia,College Stats
5,167,NYG,Avery Moss\MossAv00,DE,22,2019,0,0,1,5,2,22,0,0,0,0,0,0,0,0,0,0,0,22,,,Youngstown St.,
5,168,OAK,Marquel Lee\LeexMa01,LB,21,2019,0,0,0,8,8,34,0,0,0,0,0,0,0,0,0,0,0,65,,,Wake Forest,College Stats
5,169,HOU,Treston Decoud\DecoTr00,S,24,2018,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,6,,,Oregon St.,College Stats
5,170,MIN,Rodney Adams\AdamRo01,WR,22,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,South Florida,College Stats
5,171,BUF,Nathan Peterman\PeteNa00,QB,23,2018,0,0,0,2,2,8,68,130,548,3,12,17,73,1,0,0,0,,,,Pittsburgh,College Stats
5,172,DEN,Isaiah McKenzie\McKeIs00,WR,22,2019,0,0,1,4,0,34,0,0,0,0,0,19,119,2,49,462,1,2,,,Georgia,College Stats
